R,S,T,I_R,I_S,I_T,Kondisi
221.85,221.92,220.15,1.03,1.03,1.05,0
221.2,220.68,220.55,1.02,1.02,1.03,0
223.78,222.37,223.48,1.18,1.17,1.16,0
220.31,222.62,215.93,0.87,1.32,0.9,1
229.41,229.51,233.91,1.4,1.38,1.3,1
220.64,220.93,222.38,1.18,1.5,1.34,1
229.92,234.47,216.5,1.06,1.11,0.88,1
222.77,222.75,223.51,1.17,1.17,1.15,0
234.7,230.96,219.44,1.11,1.49,1.1,1
220.53,221.02,221.51,1.02,1.02,1.02,0
234.83,215.54,231.39,1.29,0.83,1.44,1
216.29,227.86,228.93,1.43,1.35,1.32,1
224.75,224.54,224.02,1.12,1.12,1.12,0
234.79,232.52,221.73,1.1,1.34,1.12,1
221.58,220.27,221.48,1.13,1.12,1.13,0
228.7,216.34,221.09,1.48,0.82,0.94,1
224.53,225.0,224.71,1.16,1.14,1.13,0
211.59,218.69,228.95,0.91,1.0,0.83,1
233.33,221.58,216.89,1.43,1.2,1.09,1
223.45,223.27,223.34,1.01,1.04,1.03,0
220.61,220.53,220.94,1.09,1.13,1.12,0
210.01,210.47,212.82,1.12,0.88,1.05,1
221.85,223.21,223.32,1.1,1.08,1.09,0
220.56,220.48,221.04,1.05,1.03,1.03,0
222.75,222.71,223.0,1.2,1.18,1.19,0
217.81,234.03,230.12,1.4,1.4,1.49,1
223.69,226.68,211.99,0.94,1.43,1.48,1
221.78,220.25,221.68,1.16,1.16,1.15,0
218.86,221.28,217.89,1.14,1.39,0.88,1
224.93,225.2,223.77,1.11,1.1,1.1,0
219.33,222.99,234.26,1.3,1.21,1.4,1
224.4,222.95,223.18,1.0,1.02,1.02,0
211.08,212.91,223.25,0.88,1.13,1.02,1
212.94,225.02,210.01,1.19,1.0,1.1,1
225.18,225.41,224.09,1.14,1.14,1.14,0
222.55,214.97,220.42,1.02,1.09,1.31,1
223.91,224.0,224.2,1.14,1.14,1.15,0
211.63,227.01,224.19,1.4,1.28,1.41,1
234.99,213.09,233.14,1.08,0.94,1.36,1
225.73,224.0,224.89,1.08,1.1,1.09,0
221.6,220.03,221.19,1.05,1.05,1.06,0
210.2,215.77,222.28,1.25,1.43,1.01,1
232.04,217.23,232.47,1.11,1.13,1.47,1
216.64,228.36,215.99,1.03,1.24,1.07,1
223.03,222.85,222.71,0.99,1.01,0.98,0
219.72,232.83,218.92,1.44,0.84,1.21,1
224.55,224.47,223.83,1.12,1.11,1.11,0
220.34,213.35,218.95,1.47,1.42,1.12,1
220.07,220.7,220.37,1.17,1.16,1.18,0
223.77,223.49,224.24,1.06,1.05,1.05,0
227.09,231.25,219.26,0.83,1.04,1.06,1
227.02,215.21,228.61,1.27,1.23,1.44,1
220.63,220.82,220.3,1.11,1.1,1.08,0
224.86,225.19,224.15,1.06,1.06,1.05,0
227.47,213.46,234.35,1.33,0.95,1.49,1
221.12,221.22,220.45,1.08,1.07,1.08,0
220.03,221.2,220.82,1.11,1.1,1.13,0
233.61,233.54,230.98,1.01,1.27,1.08,1
220.83,220.64,219.84,1.18,1.19,1.17,0
223.66,223.04,222.36,1.13,1.13,1.11,0
210.66,227.21,228.61,1.49,1.22,1.17,1
228.81,215.39,221.66,0.89,0.99,0.8,1
213.41,210.45,211.15,1.0,1.39,0.9,1
220.93,221.68,220.47,1.08,1.09,1.06,0
216.18,212.27,210.2,1.45,1.15,0.97,1
213.84,212.15,219.98,1.49,1.09,1.15,1
226.58,232.1,218.67,0.93,0.89,1.09,1
220.78,222.42,221.05,1.15,1.16,1.15,0
231.79,226.22,234.21,0.9,1.41,1.11,1
222.33,223.89,222.67,1.08,1.08,1.1,0
223.51,224.7,224.26,0.99,1.0,1.0,0
224.01,225.11,224.03,1.11,1.1,1.08,0
223.08,222.67,222.1,1.16,1.16,1.16,0
225.43,224.85,224.31,1.16,1.17,1.18,0
231.66,228.95,214.74,1.38,1.44,1.04,1
221.27,222.3,221.99,1.09,1.07,1.06,0
222.82,215.88,220.49,1.04,1.46,1.26,1
214.11,233.33,225.78,1.11,1.35,1.02,1
223.85,224.84,225.51,1.07,1.07,1.07,0
232.32,233.66,234.13,1.14,1.02,1.44,1
217.98,221.92,212.26,0.94,1.48,1.18,1
223.93,224.6,225.03,1.17,1.15,1.16,0
228.51,225.04,234.33,1.36,1.05,1.28,1
222.58,221.91,222.97,1.1,1.1,1.1,0
224.36,224.02,223.88,1.22,1.19,1.2,0
223.18,223.08,222.41,1.05,1.04,1.02,0
221.65,221.76,221.33,1.07,1.09,1.07,0
214.62,226.59,228.75,1.09,0.85,1.37,1
220.55,214.95,219.41,0.92,1.14,1.43,1
223.43,222.47,223.68,1.03,1.05,1.03,0
220.18,221.42,221.52,1.05,1.08,1.06,0
222.01,221.95,220.26,1.08,1.07,1.08,0
224.52,224.4,225.1,1.07,1.06,1.05,0
225.09,226.27,227.88,1.03,1.26,1.25,1
225.5,225.13,225.12,1.01,1.02,1.02,0
222.96,222.74,223.65,1.0,1.02,1.02,0
226.98,215.59,216.38,1.35,1.45,1.06,1
228.61,224.23,220.51,1.11,1.18,1.09,1
225.86,225.08,233.96,1.29,1.04,1.16,1
227.55,214.98,224.97,1.23,1.33,0.95,1
218.04,218.54,224.1,0.96,1.13,1.38,1
233.75,221.99,221.43,1.3,1.32,1.3,0
213.31,211.18,211.03,1.35,0.87,1.33,1
224.8,224.21,224.02,1.1,1.13,1.12,0
233.29,219.27,211.78,1.03,0.94,0.81,1
229.41,234.06,225.33,1.27,1.22,1.28,1
225.87,222.12,222.2,1.19,0.92,0.81,1
223.17,222.83,223.3,1.14,1.13,1.17,1
220.49,224.26,215.77,1.1,1.21,1.27,1
222.44,222.85,223.43,1.04,1.05,1.05,0
234.59,213.62,230.64,0.89,1.29,0.88,1
225.35,225.04,224.63,1.16,1.17,1.17,0
229.96,221.91,211.32,1.19,0.94,1.49,1
225.84,215.61,228.45,1.3,0.9,1.12,1
220.29,225.86,229.39,1.16,1.28,0.87,1
221.18,221.57,234.88,0.85,1.3,0.97,1
224.15,223.4,224.12,1.2,1.2,1.19,0
223.52,223.44,224.55,1.14,1.16,1.16,0
215.04,222.71,218.56,1.12,1.44,1.29,1
229.85,224.77,219.13,1.22,0.97,0.95,1
220.94,221.38,220.86,1.08,1.08,1.07,0
229.97,231.44,229.33,1.13,0.87,1.09,1
232.81,220.49,221.39,1.13,1.0,0.95,1
222.2,221.25,220.23,1.19,1.2,1.18,0
217.56,227.83,227.66,1.45,1.03,1.21,1
230.79,232.6,218.77,1.21,1.03,1.26,1
229.13,214.52,226.31,1.14,0.83,0.95,1
232.57,221.48,214.29,1.38,1.17,1.1,1
228.28,230.34,220.25,1.42,0.87,1.37,1
211.34,213.45,222.37,1.26,1.39,0.93,1
222.55,222.09,222.08,1.08,1.11,1.09,0
223.32,222.1,222.7,1.2,1.19,1.21,0
232.58,227.25,229.58,1.46,1.48,1.11,1
222.32,222.0,222.63,1.02,1.03,1.01,0
223.58,223.39,222.92,1.06,1.06,1.07,0
232.82,212.0,231.99,1.02,1.01,1.23,1
224.18,225.15,223.96,1.13,1.12,1.11,0
216.55,225.34,230.79,1.15,1.2,1.5,1
227.76,224.54,227.43,1.3,1.45,1.19,1
221.8,220.93,222.11,1.11,1.11,1.09,0
224.25,223.82,223.24,1.1,1.12,1.12,0
217.13,234.54,215.03,1.1,1.4,0.91,1
210.57,220.45,221.46,1.14,1.3,1.19,1
234.99,213.11,211.25,1.12,1.07,1.38,1
224.35,223.85,222.87,0.99,1.0,1.01,0
220.6,231.65,225.38,1.37,1.29,1.35,1
227.57,213.58,224.67,0.93,1.13,0.9,1
221.98,220.8,221.92,1.03,1.02,1.02,0
222.33,223.27,222.52,1.1,1.09,1.08,0
215.83,213.98,224.19,0.84,1.12,0.88,1
213.06,212.74,215.37,1.42,1.09,0.92,1
231.77,210.72,215.36,1.04,1.17,1.28,1
233.14,225.18,222.78,1.09,1.45,1.37,1
221.79,220.75,220.45,1.15,1.16,1.16,0
221.83,222.19,222.25,1.03,1.05,1.02,0
222.19,222.56,221.96,1.1,1.08,1.08,0
228.89,212.03,214.91,1.35,0.87,1.46,1
220.27,220.67,220.95,1.2,1.2,1.21,0
214.78,213.43,219.46,1.06,1.47,1.3,1
223.04,222.91,221.92,1.04,1.04,1.06,0
224.23,225.57,224.75,1.11,1.11,1.11,0
216.98,226.7,216.4,1.32,1.27,1.12,1
224.77,224.02,223.57,1.06,1.06,1.06,0
211.8,219.34,234.74,1.46,0.93,1.44,1
213.27,210.93,217.21,1.0,0.99,1.46,1
223.89,218.81,228.55,0.98,1.13,0.94,1
219.69,219.37,219.92,1.07,1.07,1.08,0
219.47,210.39,227.67,1.45,1.13,1.32,1
214.28,225.22,211.16,1.14,1.06,1.2,1
224.51,223.47,224.61,1.14,1.18,1.14,0
226.88,210.66,231.09,0.95,0.92,0.82,1
212.81,230.16,232.16,1.49,0.99,0.87,1
224.34,222.52,223.22,1.13,1.16,1.14,0
221.88,222.36,223.65,1.18,1.15,1.17,0
234.14,220.89,211.4,1.4,1.36,1.41,1
228.91,216.34,214.17,1.29,1.24,0.94,1
234.96,233.08,216.81,1.22,1.22,1.41,1
224.19,223.82,224.09,1.16,1.17,1.17,0
213.06,225.38,221.6,1.16,1.35,0.8,1
233.6,226.03,211.25,1.2,1.28,1.2,1
231.85,210.91,214.91,0.9,1.41,0.81,1
223.36,223.82,224.27,1.13,1.16,1.13,0
222.75,222.82,223.56,1.09,1.08,1.11,0
215.88,231.12,228.15,0.96,1.38,0.8,1
224.32,224.56,225.54,1.04,1.04,1.05,0
224.38,222.93,223.99,1.12,1.13,1.15,0
221.71,220.92,222.04,1.1,1.12,1.08,0
225.64,224.5,224.94,1.13,1.15,1.14,0
222.88,221.88,223.46,1.07,1.04,1.04,0
220.28,219.55,221.35,1.13,1.14,1.15,0
224.74,224.59,224.63,1.19,1.19,1.18,0
212.55,213.93,213.3,1.25,1.12,1.08,1
220.66,221.56,221.97,1.1,1.11,1.11,0
223.56,219.26,213.54,1.07,0.9,1.43,1
214.79,213.09,227.24,0.87,1.45,0.9,1
213.62,225.28,226.81,1.2,1.12,1.17,1
234.29,229.35,219.45,0.88,1.07,1.15,1
219.13,227.6,230.54,0.84,1.31,1.21,1
225.23,230.01,217.73,1.06,1.21,1.03,1
221.65,221.91,221.76,1.13,1.14,1.14,0
217.39,217.23,218.05,1.43,1.36,1.35,1
215.88,211.06,215.48,1.16,0.95,1.17,1
226.1,229.39,232.54,0.88,1.05,1.18,1
227.66,234.92,224.57,1.17,1.06,1.29,1
220.21,220.45,221.13,1.12,1.11,1.11,0
224.97,223.81,224.57,1.11,1.1,1.1,0
220.63,220.41,220.24,1.09,1.12,1.09,0
221.65,220.86,220.71,1.17,1.16,1.15,0
220.62,217.58,219.94,1.25,1.22,1.28,1
220.54,221.18,220.79,1.14,1.12,1.13,0
225.15,224.16,225.29,1.18,1.19,1.2,0
224.98,233.92,230.74,1.03,1.33,0.88,1
221.43,220.13,221.58,0.9,1.45,0.92,1
224.87,224.35,224.33,1.14,1.13,1.11,0
225.44,220.41,220.09,1.44,1.2,1.41,1
213.01,220.44,232.74,1.31,0.87,0.84,1
223.34,223.82,224.1,1.01,1.03,1.0,0
225.94,229.12,220.19,1.19,1.39,0.89,1
228.28,230.21,214.9,0.87,0.85,1.49,1
221.71,223.07,221.66,1.15,1.18,1.17,0
212.32,223.63,210.21,0.94,1.33,1.26,1
228.89,217.2,229.69,1.48,1.28,0.9,1
212.44,219.34,227.37,0.91,0.81,1.32,1
221.62,216.0,230.76,1.33,1.11,1.28,1
224.41,225.42,225.42,1.2,1.2,1.2,0
218.29,219.98,234.47,0.98,1.2,1.11,1
222.9,222.12,221.13,1.13,1.12,1.11,0
223.53,223.44,222.78,1.16,1.16,1.18,0
222.38,223.61,223.62,1.05,1.05,1.04,0
211.66,222.18,226.95,1.43,1.19,1.44,1
220.56,220.12,220.84,1.09,1.08,1.08,0
222.75,222.74,222.86,1.03,1.03,1.01,0
211.13,222.25,219.4,0.94,1.17,1.06,1
224.16,223.29,224.07,1.18,1.21,1.21,0
225.39,224.01,225.05,1.05,1.05,1.07,0
214.39,210.05,228.92,1.07,1.1,1.26,1
221.24,220.36,220.81,1.16,1.13,1.15,0
218.69,220.66,227.92,1.48,1.17,1.05,1
233.4,225.57,217.41,1.43,1.32,1.02,1
224.96,224.02,224.23,1.17,1.17,1.14,0
227.36,232.71,220.12,1.32,1.05,1.02,1
218.82,218.1,233.71,1.4,0.83,1.37,1
221.15,221.51,221.7,1.09,1.08,1.08,0
223.1,210.5,228.08,0.94,1.0,1.19,1
223.24,222.77,223.06,1.08,1.08,1.08,0
223.29,222.34,221.67,1.04,1.03,1.06,0
221.85,219.48,211.92,1.04,1.29,0.99,1
224.16,224.7,225.14,1.05,1.04,1.03,0
220.99,220.86,221.79,1.06,1.07,1.06,0
222.69,223.35,223.77,1.04,1.04,1.04,0
221.83,221.85,222.8,1.1,1.08,1.08,0
222.41,222.6,222.97,1.05,1.04,1.05,0
222.67,222.83,223.67,1.2,1.19,1.18,0
220.99,220.74,220.31,1.15,1.13,1.14,0
222.39,223.07,222.85,1.06,1.04,1.04,0
219.66,229.92,210.16,1.19,1.08,1.05,1
233.74,233.17,217.07,1.32,1.25,0.95,1
223.71,223.83,223.12,1.17,1.18,1.17,0
217.43,223.15,211.32,1.43,1.16,0.83,1
231.55,210.76,227.34,1.06,1.29,1.02,1
224.43,224.99,224.47,1.03,1.04,1.06,0
220.2,221.79,213.64,1.35,1.4,0.98,1
221.05,222.38,212.05,0.83,1.16,1.09,1
221.87,223.06,222.57,1.18,1.2,1.19,0
221.02,220.74,221.79,1.15,1.17,1.17,0
224.78,225.64,224.64,1.09,1.08,1.08,0
222.34,222.56,223.56,1.02,1.03,1.01,0
226.56,213.68,214.31,0.95,1.06,1.42,1
224.42,224.74,223.95,1.04,1.04,1.03,0
213.63,219.24,226.33,1.13,1.34,1.32,1
221.48,221.91,223.17,1.17,1.16,1.17,0
216.08,216.59,229.09,0.93,1.23,1.25,1
221.37,221.13,220.59,1.02,0.99,1.0,0
223.68,223.11,223.21,1.15,1.14,1.14,0
223.78,222.97,223.6,1.06,1.05,1.07,0
220.62,220.35,220.35,1.11,1.09,1.11,0
220.78,211.27,224.9,0.84,0.97,1.18,1
219.7,221.75,228.37,1.15,0.81,1.33,1
218.82,210.99,233.5,1.33,1.32,0.93,1
223.19,218.35,219.96,1.18,1.46,1.28,1
227.46,231.83,211.52,0.81,1.18,0.8,1
223.65,223.03,222.65,1.19,1.19,1.19,0
216.66,231.34,231.33,0.99,1.09,0.98,1
212.83,214.6,210.86,1.24,0.9,1.16,1
226.73,228.71,213.58,0.83,1.47,1.13,1
222.47,220.87,210.99,0.95,0.9,0.95,1
222.93,223.16,222.71,1.02,1.02,1.06,1
234.97,223.77,214.78,1.36,0.99,1.36,1
221.68,223.24,223.11,1.01,1.01,1.01,0
219.74,220.34,219.53,1.11,1.08,1.11,0
217.06,221.11,220.12,1.16,1.22,1.18,1
224.06,223.13,224.67,1.08,1.08,1.07,0
221.96,221.62,221.89,1.08,1.09,1.09,0
230.03,221.91,228.2,0.88,1.15,1.29,1
211.47,225.49,221.19,1.17,0.91,0.85,1
221.41,220.47,221.7,1.06,1.06,1.04,0
224.09,223.95,224.91,1.07,1.06,1.06,0
219.4,219.73,220.38,1.01,1.03,1.03,0
223.7,223.12,223.44,1.13,1.16,1.14,0
221.44,220.59,220.42,1.05,1.06,1.08,0
230.13,228.52,211.79,1.2,1.4,1.07,1
216.56,212.87,227.92,0.91,1.13,0.84,1
213.46,230.72,230.05,1.03,1.04,1.34,1
225.22,223.88,224.96,1.14,1.16,1.15,0
221.73,224.24,221.6,1.03,0.97,0.86,1
221.16,220.08,221.32,1.02,1.03,1.03,0
223.91,223.69,223.1,1.07,1.07,1.08,0
224.38,231.66,216.55,1.09,1.09,1.33,1
227.22,212.33,228.6,1.36,1.2,1.49,1
224.54,224.62,224.47,1.08,1.06,1.05,0
213.15,218.51,233.92,0.99,0.98,0.83,1
222.72,223.5,222.26,1.13,1.13,1.13,0
221.16,219.88,220.01,1.15,1.15,1.17,0
222.61,222.84,223.34,1.01,1.0,1.03,0
229.62,213.85,219.3,1.36,0.95,1.01,1
222.98,223.04,223.73,1.1,1.1,1.1,0
220.76,220.68,221.19,1.11,1.12,1.14,0
220.87,220.05,220.97,1.11,1.1,1.12,0
225.29,224.38,225.7,1.06,1.05,1.06,0
217.08,213.84,214.56,0.92,1.45,0.86,1
221.72,222.28,222.53,1.11,1.1,1.1,0
218.13,223.19,221.51,1.17,0.92,1.18,1
223.98,224.9,224.45,1.0,1.04,1.01,0
231.99,216.17,234.89,1.2,0.93,0.88,1
226.75,226.76,232.23,1.47,1.16,1.49,1
229.16,215.95,215.36,0.82,1.48,1.32,1
217.42,222.49,232.71,1.38,1.01,1.44,1
221.23,224.0,225.13,0.9,1.13,1.26,1
223.67,224.15,223.79,1.05,1.05,1.02,1
223.12,225.31,229.72,1.08,0.83,1.36,1
223.14,221.53,221.52,1.13,1.11,1.12,0
221.58,221.12,220.12,1.11,1.08,1.09,0
223.34,224.23,223.48,1.04,1.05,1.04,0
233.91,224.2,214.03,1.01,1.49,1.34,1
225.04,224.89,225.47,1.11,1.1,1.11,0
234.42,220.94,218.99,1.29,0.85,0.99,1
229.98,226.5,219.74,1.4,1.23,1.36,1
222.56,220.94,222.57,1.09,1.08,1.09,0
224.75,224.63,224.14,1.16,1.17,1.16,0
221.92,222.55,221.6,1.05,1.04,1.03,0
226.0,221.74,222.03,0.83,1.37,1.07,1
225.96,214.6,226.01,1.39,1.3,1.3,1
220.42,220.42,220.9,1.04,1.04,1.02,0
220.94,219.95,221.24,1.09,1.1,1.08,0
210.46,230.05,228.51,1.2,1.3,1.25,1
233.63,224.54,210.14,1.14,1.12,1.16,1
222.41,222.36,220.94,0.99,1.03,1.0,1
224.49,232.78,210.35,0.92,0.9,1.02,1
225.19,223.6,224.0,1.07,1.09,1.06,0
224.61,224.37,224.94,1.05,1.02,1.03,0
234.8,217.76,223.27,1.04,1.45,0.8,1
223.74,224.44,224.52,1.12,1.13,1.12,0
220.84,220.67,221.1,1.21,1.19,1.19,0
211.14,227.29,217.14,0.93,0.9,1.15,1
221.86,218.11,228.68,1.07,1.27,1.35,1
230.57,225.98,211.03,1.16,0.83,1.22,1
221.69,223.05,222.58,1.02,1.03,1.05,0
219.75,220.87,221.22,1.14,1.13,1.12,0
228.13,210.34,220.43,0.89,1.19,1.15,1
220.0,219.1,219.34,1.15,1.17,1.14,0
223.08,222.87,223.91,1.04,1.05,1.02,0
230.79,221.39,234.3,1.44,1.44,1.26,1
220.23,220.02,234.25,1.3,1.13,1.0,1
220.24,233.81,228.1,0.89,1.32,1.16,1
221.06,221.73,210.71,1.46,1.03,0.87,1
229.0,224.92,217.44,1.49,1.27,1.17,1
212.28,222.8,211.64,1.16,1.44,1.22,1
221.54,221.77,222.69,1.04,1.05,1.04,0
221.86,222.39,222.55,1.01,1.03,1.02,0
219.5,221.02,219.56,1.14,1.12,1.14,0
223.62,223.94,223.86,1.05,1.06,1.05,0
221.43,221.07,222.18,1.12,1.11,1.09,0
231.6,222.0,229.09,0.94,1.07,1.03,1
219.39,219.86,219.94,1.07,1.04,1.04,0
210.65,229.19,224.79,0.94,1.1,1.1,1
232.06,221.5,216.0,1.28,1.28,1.44,1
212.86,212.06,213.42,1.41,0.96,0.96,1
223.8,224.69,224.64,1.07,1.08,1.1,0
233.25,223.81,215.52,1.2,1.24,1.14,1
223.82,219.44,231.37,1.31,0.86,1.12,1
229.29,219.04,211.89,0.82,0.99,1.41,1
225.89,223.58,217.24,1.38,1.35,1.28,1
222.14,222.94,222.77,1.05,1.06,1.07,0
225.58,225.4,224.02,1.1,1.1,1.1,0
223.91,224.49,224.29,1.17,1.16,1.19,0
212.22,233.22,233.27,1.25,0.82,1.42,1
218.91,212.14,213.26,1.03,1.05,1.47,1
221.21,220.48,221.37,1.18,1.18,1.17,0
232.92,230.12,230.9,1.42,1.08,0.87,1
222.14,222.16,221.68,1.14,1.15,1.15,0
224.46,224.22,225.23,1.08,1.05,1.05,0
230.21,228.88,219.26,1.41,0.89,1.11,1
234.74,216.53,229.48,1.35,1.32,1.45,1
227.95,215.37,220.27,1.24,1.2,1.39,1
223.78,223.65,224.93,1.08,1.07,1.06,0
223.8,224.16,223.23,1.08,1.08,1.07,0
222.89,222.23,222.0,1.04,1.04,1.03,0
222.44,222.97,221.34,1.09,1.08,1.08,0
217.52,221.88,210.24,1.12,1.41,0.95,1
221.56,220.58,221.29,1.02,1.04,1.02,0
224.45,223.99,223.91,1.01,1.02,1.02,0
225.27,223.77,223.58,1.08,1.06,1.08,0
211.04,210.18,216.79,1.0,1.31,1.28,1
223.11,219.15,231.73,1.43,1.49,1.13,1
222.53,223.01,223.65,1.04,1.03,1.03,0
215.91,223.49,227.83,1.15,1.23,0.86,1
224.81,224.7,223.81,1.12,1.12,1.1,0
222.7,222.46,220.93,1.08,1.07,1.07,0
220.36,221.08,220.37,1.01,1.01,1.01,0
222.88,221.82,222.77,1.05,1.04,1.06,0
234.22,213.58,224.21,0.99,0.92,1.48,1
222.52,222.69,222.56,1.18,1.17,1.15,0
224.58,222.98,234.15,0.89,1.47,1.14,1
210.09,228.99,223.66,1.1,1.04,0.92,1
221.83,221.48,221.24,1.04,1.05,1.07,0
220.29,220.27,220.55,1.19,1.17,1.19,0
224.95,224.17,224.02,1.17,1.16,1.16,0
221.18,220.01,220.63,1.05,1.06,1.04,0
232.03,225.5,231.05,1.09,1.47,0.97,1
231.41,216.32,222.77,0.93,1.07,1.38,1
224.24,224.67,225.07,1.07,1.04,1.05,0
225.65,224.67,219.86,1.28,1.35,0.9,1
221.88,222.68,221.86,1.09,1.07,1.07,0
231.46,228.34,212.3,1.41,1.34,1.47,1
212.68,222.21,218.54,1.33,0.87,0.92,1
223.23,223.7,222.99,1.14,1.13,1.11,0
234.57,218.71,230.55,1.42,0.91,1.27,1
224.37,224.11,223.66,1.11,1.09,1.09,0
224.98,223.81,225.45,1.13,1.14,1.14,0
226.46,224.39,230.93,1.1,1.03,1.29,1
221.13,223.02,216.32,0.93,0.99,0.99,1
228.99,234.68,232.17,1.2,1.31,0.99,1
227.73,226.32,227.3,0.82,1.41,1.35,1
222.92,216.38,232.03,1.18,0.84,1.31,1
233.0,213.88,213.98,1.19,1.28,0.93,1
222.92,223.52,222.97,1.09,1.09,1.1,0
214.88,210.27,233.21,0.88,0.84,1.02,1
214.97,214.87,229.05,0.97,0.82,1.02,1
233.5,212.9,211.58,1.29,1.08,1.34,1
221.69,223.15,221.58,1.08,1.08,1.08,0
220.84,220.49,221.69,1.1,1.06,1.1,1
234.58,214.71,219.51,1.39,1.06,0.85,1
223.33,223.32,223.62,1.12,1.14,1.12,0
217.53,232.33,214.98,1.25,0.92,1.25,1
221.74,221.02,220.41,1.17,1.15,1.17,0
222.54,223.64,223.41,1.09,1.07,1.09,0
230.45,218.76,216.46,1.03,1.36,0.86,1
219.98,221.22,219.93,1.14,1.13,1.14,0
222.14,222.83,222.94,1.05,1.06,1.05,0
223.41,222.02,221.83,1.09,1.1,1.07,0
224.27,224.51,225.2,1.19,1.18,1.16,0
222.77,221.7,222.16,1.06,1.07,1.04,0
223.78,223.11,223.77,1.04,1.05,1.04,0
224.16,228.75,220.79,1.28,1.14,1.05,1
219.98,218.67,226.57,1.43,0.96,1.32,1
226.58,224.99,212.33,1.03,1.45,1.2,1
224.79,224.17,224.45,1.04,1.03,1.05,0
222.37,222.36,220.61,1.13,1.12,1.12,0
227.56,225.1,226.39,1.41,1.04,1.3,1
222.34,221.57,221.46,1.01,1.04,1.03,0
229.51,216.49,233.77,1.23,0.91,1.49,1
223.93,223.57,224.96,1.1,1.09,1.1,0
222.71,228.73,227.83,1.29,1.37,1.1,1
230.9,219.31,220.17,1.38,1.24,0.97,1
224.5,222.88,224.02,1.15,1.16,1.14,0
222.26,221.19,222.35,1.17,1.2,1.17,0
212.75,230.25,229.4,1.41,1.43,0.87,1
210.65,218.97,215.31,1.07,0.84,1.49,1
231.2,234.69,214.58,1.42,1.16,1.39,1
213.7,233.53,215.15,1.15,1.04,0.94,1
223.62,223.97,222.94,1.18,1.19,1.16,0
224.21,219.22,232.45,1.31,1.34,0.94,1
224.45,224.94,224.71,1.18,1.16,1.18,0
233.82,220.77,216.21,0.88,1.1,1.07,1
213.26,216.12,210.72,1.32,1.35,1.3,1
226.99,223.1,231.3,1.35,1.07,1.46,1
210.31,215.58,221.33,1.0,1.27,1.3,1
226.02,227.67,221.93,1.48,1.26,1.13,1
219.67,221.29,221.39,1.0,1.01,1.02,0
214.15,216.63,218.6,1.24,0.85,1.47,1
229.78,222.49,215.39,1.13,1.36,1.08,1
223.04,210.14,211.92,1.11,1.3,0.98,1
218.01,221.7,234.76,1.17,1.49,1.42,1
210.05,216.62,232.45,1.06,0.84,1.25,1
223.47,223.46,223.61,1.15,1.13,1.14,0
216.52,222.26,222.64,1.39,1.48,1.39,1
227.24,216.35,215.53,1.46,1.44,1.13,1
212.38,218.79,214.47,1.16,1.01,1.46,1
224.88,224.1,225.23,1.1,1.09,1.08,0
221.25,221.72,220.63,1.09,1.08,1.08,0
222.8,213.41,223.03,1.44,1.22,1.2,1
218.87,217.14,210.94,1.07,1.36,0.84,1
224.25,223.84,224.87,1.14,1.13,1.13,0
224.61,224.03,225.61,1.17,1.17,1.16,0
231.11,221.55,227.97,0.96,1.27,0.96,1
216.73,227.12,233.3,1.14,1.15,0.85,1
222.57,222.8,222.23,1.09,1.07,1.07,0
230.8,210.47,227.43,0.81,1.03,1.21,1
221.99,221.27,221.27,1.01,1.02,1.03,0
219.85,220.69,220.66,1.11,1.11,1.14,0
227.75,224.48,230.64,0.81,0.92,1.43,1
228.1,230.03,225.24,1.08,1.24,1.14,1
224.37,224.77,223.73,1.16,1.16,1.16,0
234.28,223.44,214.47,0.98,1.21,0.92,1
222.85,222.11,222.33,1.11,1.12,1.12,0
220.5,220.03,220.22,1.0,1.02,1.0,0
212.09,211.8,231.02,1.32,1.16,1.01,1
227.56,221.9,226.2,0.91,1.28,0.94,1
219.73,219.82,221.04,1.16,1.16,1.17,0
220.24,220.97,221.32,1.04,1.04,1.04,0
223.19,223.52,223.6,1.12,1.13,1.11,0
213.9,233.16,234.81,1.35,1.47,1.16,1
225.26,224.63,210.1,1.09,0.83,0.9,1
224.35,224.07,224.94,1.11,1.1,1.09,0
226.43,234.4,228.99,1.31,0.84,1.31,1
224.76,225.08,223.61,1.11,1.11,1.12,0
221.59,222.1,221.88,1.15,1.16,1.18,0
222.26,221.71,220.99,1.01,1.0,0.99,0
216.04,230.14,213.63,1.22,1.29,0.81,1
213.96,210.49,211.0,1.28,1.46,1.23,1
218.5,224.6,221.21,1.49,0.85,1.03,1
223.03,224.07,224.2,1.19,1.17,1.2,0
231.68,232.9,220.18,0.84,1.05,1.3,1
222.98,223.15,224.46,1.18,1.19,1.18,0
223.49,223.64,225.21,1.19,1.19,1.16,0
220.22,220.4,221.74,1.06,1.07,1.07,0
231.93,221.04,229.45,0.83,1.24,0.89,1
212.12,227.24,224.56,1.47,1.43,1.34,1
230.69,211.1,225.39,1.07,1.46,1.4,1
221.08,220.38,220.91,1.18,1.2,1.17,0
233.91,233.21,223.58,1.26,1.17,1.26,1
224.1,225.09,223.6,1.1,1.11,1.13,0
225.47,225.22,225.07,1.13,1.14,1.12,0
227.85,227.38,221.97,1.37,0.87,1.0,1
222.13,223.55,222.37,1.13,1.13,1.14,0
227.79,221.13,221.58,0.85,1.21,1.24,1
232.63,217.38,232.67,1.03,1.07,1.05,0
