V_R,V_S,V_T,Kondisi
235.21,213.51,211.19,1
218.82,216.8,229.57,0
221.02,220.38,225.12,0
221.63,225.82,229.34,0
229.89,210.2,220.88,0
216.24,225.86,209.94,0
229.15,219.33,229.92,0
220.84,223.8,223.12,0
229.73,225.81,9.41,1
209.31,221.02,217.34,0
220.05,214.36,210.25,0
213.46,211.56,214.49,0
209.57,244.28,230.0,1
212.65,243.5,229.67,1
228.38,215.88,220.03,0
214.77,227.18,238.94,1
221.03,226.75,221.1,0
7.33,218.83,225.07,1
295.69,218.73,226.8,1
257.66,230.74,228.96,1
178.18,215.71,222.86,1
229.74,216.03,186.72,1
210.17,106.67,215.04,1
226.84,230.2,297.0,1
211.98,210.96,220.98,0
221.3,230.2,230.94,0
213.41,220.14,217.86,0
271.94,229.09,213.48,1
223.55,229.0,230.32,0
226.29,224.24,225.54,0
213.72,210.17,215.73,0
214.56,103.68,216.51,1
218.21,289.69,209.6,1
211.1,220.57,210.08,0
287.17,226.9,217.77,1
230.36,253.13,220.27,1
224.19,211.9,285.29,1
216.66,217.91,22.74,1
222.75,220.24,214.64,0
209.05,215.14,209.88,0
229.1,94.51,219.42,1
70.1,222.97,229.55,1
222.34,63.94,219.44,1
209.47,260.4,217.46,1
230.33,264.97,227.9,1
297.67,226.42,216.32,1
216.42,227.77,226.83,0
222.35,222.78,45.17,1
218.61,214.37,209.23,0
222.27,211.07,73.96,1
291.19,209.25,225.03,1
210.39,213.19,117.86,1
224.1,226.39,40.29,1
216.75,230.47,275.48,1
226.86,229.32,214.3,0
211.03,229.9,209.48,0
221.54,285.52,223.43,1
220.66,158.25,212.96,1
216.31,216.73,276.39,1
228.25,210.03,227.08,0
259.23,209.76,209.91,1
218.13,219.63,225.95,0
230.77,223.63,228.38,0
272.17,213.84,218.17,1
299.75,230.04,230.77,1
222.48,51.68,224.96,1
222.81,219.22,218.0,0
230.89,233.63,213.58,1
223.3,210.09,218.83,0
215.48,213.32,238.37,1
226.94,279.66,214.65,1
220.27,215.2,65.38,1
33.68,218.39,213.91,1
221.19,214.46,212.03,0
220.93,228.37,260.12,1
277.92,227.89,218.63,1
225.17,210.12,218.01,0
228.37,36.61,213.18,1
225.13,216.95,17.99,1
224.58,227.09,214.94,0
275.27,227.77,223.43,1
227.92,107.46,212.08,1
214.6,214.46,225.28,0
209.96,229.59,228.4,0
210.94,222.23,95.92,1
81.24,216.03,230.17,1
221.91,223.87,225.05,0
221.72,210.88,217.28,0
216.59,218.08,213.79,0
214.93,224.87,217.71,0
212.38,209.12,78.91,1
210.8,213.98,210.76,0
224.48,229.26,216.22,0
220.37,211.01,214.2,0
216.56,278.09,218.25,1
122.3,221.41,211.42,1
230.39,210.29,228.82,0
209.22,267.16,209.66,1
209.73,222.83,217.55,0
226.76,209.59,272.13,1
228.96,214.52,227.86,0
219.03,210.46,214.35,0
227.03,215.49,178.8,1
223.9,219.84,230.29,0
220.16,275.62,214.76,1
112.82,225.96,222.49,1
224.02,212.06,222.04,0
228.9,213.44,224.22,0
230.69,224.79,212.52,0
216.89,225.69,219.64,0
224.52,216.64,230.82,0
211.4,216.83,212.39,0
223.79,226.85,217.65,0
209.96,284.29,222.71,1
218.74,215.83,213.64,0
212.97,80.49,209.55,1
209.99,275.59,212.6,1
214.38,212.01,210.13,0
226.91,240.74,213.93,1
282.9,222.64,214.99,1
217.71,228.8,218.86,0
286.81,209.02,214.34,1
219.66,111.39,218.96,1
218.53,220.91,228.14,0
230.81,218.06,218.32,0
210.76,210.09,219.92,0
216.83,213.47,131.33,1
222.45,217.5,217.19,0
177.07,217.4,227.2,1
216.76,212.77,216.06,0
221.95,217.55,9.0,1
223.94,215.42,214.94,0
230.77,190.04,220.04,1
217.54,219.66,228.18,0
214.09,216.97,230.16,0
219.46,111.48,224.9,1
227.05,221.51,217.06,0
236.21,210.9,218.86,1
215.91,226.83,220.43,0
211.72,161.88,220.21,1
229.88,262.92,223.74,1
222.69,214.06,224.93,0
215.93,229.6,222.53,0
209.93,216.0,212.71,0
216.87,209.95,218.95,0
221.71,229.74,227.23,0
209.41,228.45,215.27,0
214.34,221.22,211.99,0
80.11,228.65,217.36,1
210.31,212.11,219.89,0
245.66,222.59,229.79,1
211.11,217.49,224.16,0
217.97,213.61,229.05,0
209.43,227.84,230.91,0
163.37,213.44,213.77,1
219.28,243.16,223.05,1
299.73,223.71,216.64,1
36.95,226.46,222.02,1
220.06,219.49,228.22,0
220.19,226.18,33.84,1
220.01,215.09,215.82,0
225.36,293.28,218.84,1
77.58,210.64,212.16,1
219.54,215.98,217.15,0
222.63,211.7,223.0,0
215.63,226.27,61.08,1
209.9,213.43,216.02,0
260.6,224.96,218.48,1
215.81,259.75,219.56,1
225.89,222.68,254.34,1
220.17,298.7,222.55,1
224.65,209.57,230.28,0
220.98,215.42,214.45,0
215.65,209.21,216.27,0
199.99,218.43,230.63,1
143.21,213.71,210.16,1
216.9,215.16,218.87,0
225.08,210.49,192.51,1
224.05,210.77,211.62,0
188.21,210.33,212.43,1
226.58,217.73,230.31,0
230.03,221.61,227.7,0
228.0,287.33,229.19,1
230.24,212.46,219.35,0
261.37,214.47,209.32,1
219.7,215.54,219.19,0
223.02,211.53,219.98,0
289.53,221.08,230.1,1
218.32,95.77,216.98,1
284.97,219.14,212.1,1
209.89,211.68,220.98,0
209.58,21.74,210.76,1
229.02,216.6,218.99,0
216.85,228.75,222.21,0
230.94,227.28,252.45,1
209.53,210.37,214.82,0
210.24,278.02,218.52,1
215.52,229.98,217.76,0
219.9,213.91,219.82,0
220.34,173.17,219.55,1
229.21,224.39,276.43,1
225.48,224.09,226.68,0
224.88,211.86,210.46,0
256.36,224.04,219.02,1
227.86,205.78,224.85,1
216.83,221.6,218.95,0
141.99,213.16,222.49,1
252.68,212.59,226.04,1
219.41,220.68,215.52,0
211.5,227.72,229.0,0
222.22,213.44,229.67,0
273.27,228.35,219.01,1
259.99,226.35,213.91,1
212.95,225.59,176.55,1
211.84,179.5,213.84,1
227.69,182.99,217.68,1
221.88,221.48,214.7,0
121.26,212.61,227.13,1
211.71,285.68,217.87,1
227.94,229.3,220.25,0
217.25,218.47,272.69,1
233.62,228.37,225.53,1
219.51,229.34,211.26,0
215.16,24.07,210.07,1
230.64,251.07,228.19,1
218.63,209.45,157.55,1
224.38,228.08,213.56,0
280.42,227.02,224.58,1
226.9,222.78,272.36,1
223.1,217.45,243.67,1
216.66,79.18,209.86,1
211.57,226.05,210.51,0
222.02,225.11,140.24,1
226.89,222.69,220.06,0
216.06,222.69,212.28,0
213.03,287.89,220.37,1
214.28,210.77,226.96,0
229.08,217.57,215.14,0
215.24,228.05,249.99,1
218.62,229.25,270.38,1
141.38,209.98,221.48,1
218.33,210.63,39.27,1
210.81,213.19,223.97,0
222.9,216.47,215.46,0
153.3,210.39,219.96,1
217.87,219.07,5.37,1
245.44,213.39,225.86,1
228.17,212.16,230.74,0
225.81,26.0,219.59,1
220.68,210.51,211.93,0
218.27,216.29,222.43,0
215.42,215.79,221.94,0
230.12,228.61,219.52,0
214.1,218.23,222.59,0
228.03,214.28,228.91,0
218.68,225.27,228.97,0
216.57,228.0,220.28,0
213.52,226.53,222.31,0
229.17,193.85,211.65,1
226.77,228.25,280.17,1
209.42,227.17,217.14,0
212.98,227.73,168.79,1
206.22,210.91,227.48,1
226.53,209.05,225.92,0
210.35,221.83,217.05,0
227.7,280.13,228.88,1
212.27,235.61,218.71,1
217.55,225.73,220.86,0
247.57,228.94,230.02,1
216.75,222.18,251.8,1
225.85,227.82,223.34,0
225.61,178.03,225.95,1
211.2,248.29,220.65,1
223.59,215.0,223.29,0
225.95,225.93,228.7,0
218.32,11.1,220.87,1
228.62,218.01,221.32,0
187.08,219.39,228.1,1
229.92,224.32,212.82,0
209.22,224.26,219.61,0
213.49,218.74,227.73,0
211.98,230.71,198.2,1
211.27,212.77,197.38,1
211.51,277.77,211.9,1
225.69,220.93,228.92,0
228.3,226.24,218.85,0
220.11,217.74,227.2,0
215.6,227.41,227.65,0
229.05,139.51,209.65,1
278.09,211.7,230.25,1
230.83,284.9,217.95,1
202.85,230.93,218.44,1
211.06,214.67,15.94,1
215.32,216.38,213.95,0
222.6,45.58,221.0,1
220.52,145.04,225.81,1
213.61,218.9,224.8,0
293.68,229.65,214.21,1
211.81,218.57,229.95,0
217.55,230.41,215.12,0
197.76,223.72,230.86,1
222.46,214.37,218.04,0
138.17,229.55,228.67,1
222.79,209.56,221.34,0
229.65,219.88,219.28,0
119.68,215.13,211.64,1
210.48,221.46,209.31,0
230.31,217.75,220.52,0
230.33,212.79,169.27,1
221.44,212.14,221.6,0
210.06,244.01,219.24,1
221.5,222.5,230.17,0
215.44,220.72,59.31,1
209.57,230.16,226.28,0
226.49,218.95,212.71,0
228.81,222.95,230.9,0
219.89,220.16,224.35,0
125.84,228.82,225.84,1
214.74,159.8,228.96,1
218.21,122.13,217.77,1
226.03,228.06,141.98,1
211.31,210.77,35.5,1
230.67,225.49,128.63,1
212.92,219.26,287.0,1
5.6,220.67,220.36,1
225.57,214.37,229.36,0
223.31,221.72,226.8,0
228.39,213.76,218.54,0
211.15,51.88,212.51,1
224.82,225.59,216.26,0
228.78,222.94,255.42,1
287.52,219.55,218.76,1
213.25,214.97,218.72,0
214.86,291.49,216.42,1
265.73,216.67,212.35,1
213.99,218.41,266.95,1
209.82,209.17,209.86,0
213.13,225.79,203.2,1
230.78,230.46,224.04,0
211.64,226.72,223.67,0
222.45,223.1,283.35,1
210.45,222.95,214.73,0
45.08,211.65,223.9,1
228.51,223.4,230.52,0
224.23,215.98,216.94,0
209.09,212.91,209.76,0
230.78,216.33,242.21,1
86.63,223.51,220.5,1
230.76,201.91,229.71,1
216.82,0.3,223.69,1
220.04,74.06,226.57,1
212.61,209.92,217.73,0
228.43,226.55,72.97,1
225.56,225.18,216.74,0
230.4,220.59,216.53,0
240.88,214.17,212.81,1
233.25,225.16,211.96,1
211.12,215.42,163.86,1
212.39,211.93,221.52,0
216.43,223.6,222.55,0
224.86,214.74,230.48,0
214.13,218.74,226.07,0
222.17,217.03,240.64,1
191.52,224.62,230.23,1
229.22,230.57,76.73,1
214.18,256.73,223.99,1
223.53,209.22,227.66,0
229.24,228.74,217.71,0
154.02,227.72,225.29,1
219.69,212.26,212.45,0
217.76,192.03,223.33,1
211.75,241.96,220.49,1
245.59,215.49,217.57,1
212.07,214.18,214.45,0
209.8,213.56,214.0,0
209.19,214.42,212.53,0
210.73,159.27,230.63,1
221.17,230.17,223.29,0
229.81,215.82,149.41,1
225.49,222.62,48.02,1
209.5,226.4,201.83,1
230.54,91.03,217.44,1
211.07,227.57,225.78,0
225.04,260.45,217.66,1
266.1,211.21,212.32,1
222.12,177.28,213.58,1
229.34,33.58,217.38,1
293.12,216.95,226.81,1
229.8,227.63,224.23,0
216.94,214.13,220.41,0
209.64,219.87,209.89,0
230.32,220.03,257.92,1
191.98,209.07,223.85,1
209.55,222.83,222.96,0
220.97,230.57,225.08,0
225.91,225.5,221.96,0
223.56,213.69,110.53,1
227.9,227.05,9.22,1
228.33,212.74,81.27,1
228.25,57.03,224.51,1
211.31,228.14,219.43,0
211.9,230.01,209.44,0
218.04,210.54,219.93,0
223.45,210.99,228.0,0
218.41,209.38,229.37,0
216.63,209.41,215.19,0
212.12,230.56,236.54,1
225.8,219.39,213.57,0
210.33,226.8,221.37,0
228.63,227.44,223.61,0
292.34,216.3,225.47,1
228.7,217.5,257.64,1
221.89,211.78,215.3,0
217.51,222.03,223.82,0
210.45,227.26,140.1,1
222.37,215.23,212.26,0
214.65,223.41,219.83,0
193.83,218.52,216.22,1
227.41,227.44,214.0,0
233.79,221.32,214.46,1
229.24,213.26,222.56,0
213.61,230.55,220.61,0
222.4,209.63,230.29,0
223.37,223.86,228.45,0
211.58,3.86,230.35,1
225.25,211.38,137.0,1
221.1,225.92,227.63,0
230.05,210.89,217.53,0
209.44,288.45,210.95,1
229.47,211.49,226.83,0
221.24,228.65,221.2,0
218.12,225.55,222.59,0
26.24,209.67,211.96,1
11.77,227.86,217.71,1
224.27,225.81,226.6,0
128.04,211.15,222.29,1
211.86,241.41,220.72,1
279.29,212.24,218.15,1
213.75,220.47,219.05,0
218.15,228.74,225.44,0
216.09,210.03,221.48,0
213.0,230.19,216.53,0
211.35,220.78,140.04,1
213.96,212.52,212.14,0
217.05,219.05,280.77,1
223.96,229.33,225.34,0
230.78,215.11,222.1,0
218.17,217.54,221.69,0
218.57,227.58,109.42,1
216.23,218.31,296.53,1
215.05,226.59,292.6,1
217.03,32.54,220.08,1
214.37,215.03,214.19,0
213.69,209.81,211.3,0
209.68,284.73,230.31,1
210.61,209.53,230.08,0
210.26,216.26,224.56,0
213.42,219.06,215.15,0
223.35,216.38,210.2,0
211.46,253.34,223.47,1
224.28,229.29,209.47,0
211.26,173.44,225.24,1
222.45,213.44,219.87,0
229.8,219.56,248.96,1
225.65,216.94,230.9,0
224.07,252.06,223.65,1
216.08,229.68,226.94,0
225.71,214.04,216.21,0
214.2,212.39,35.73,1
214.13,283.98,214.65,1
219.5,210.5,218.3,0
222.86,220.95,227.41,0
218.32,165.5,218.78,1
216.8,278.79,217.28,1
273.31,230.87,222.12,1
224.23,212.58,217.87,0
223.94,225.2,222.05,0
210.53,229.56,65.36,1
235.72,222.69,216.76,1
243.45,217.85,224.33,1
211.41,236.66,220.77,1
257.97,217.86,229.99,1
221.89,65.55,224.16,1
212.26,216.61,223.07,0
216.12,220.94,212.04,0
211.43,294.85,222.76,1
212.67,230.46,253.06,1
213.88,216.14,233.47,1
209.7,218.06,225.91,0
230.37,224.42,213.61,0
121.77,213.04,214.88,1
230.97,228.66,229.21,0
228.08,219.09,223.25,0
227.99,287.02,209.66,1
218.11,211.98,228.76,0
217.99,270.85,209.99,1
218.92,229.0,280.4,1
184.09,230.1,224.1,1
228.8,214.4,209.09,0
217.82,220.83,260.28,1
279.28,213.94,214.15,1
229.8,209.93,227.12,0
217.48,219.08,213.4,0
164.55,211.05,224.45,1
215.54,37.63,211.54,1
218.96,226.19,215.77,0
182.4,226.83,214.59,1
209.13,226.83,223.38,0
216.55,223.02,229.93,0
277.14,224.52,216.8,1
228.76,229.9,217.71,0
210.03,221.88,213.84,0
222.22,229.56,230.12,0
260.92,218.94,227.82,1
220.4,219.27,31.48,1
226.42,230.22,221.79,0
217.25,213.37,188.34,1
28.58,215.6,216.75,1
214.9,217.78,218.37,0
210.77,212.78,215.21,0
209.38,225.99,229.37,0
221.36,210.91,219.34,0
222.84,226.8,223.55,0
211.74,253.48,226.05,1
228.73,215.7,213.23,0
225.42,219.07,221.01,0
219.38,212.31,156.31,1
212.56,216.34,210.4,0
229.13,219.85,209.08,0
201.43,224.77,210.32,1
219.13,219.46,14.94,1
227.36,227.33,273.99,1
212.86,213.21,252.16,1
220.99,214.89,227.43,0
230.25,175.89,214.36,1
213.29,226.34,219.35,0
245.27,213.83,220.73,1
210.37,209.59,270.57,1
262.97,227.67,211.37,1
214.36,221.77,222.71,0
209.85,166.85,217.94,1
283.38,215.66,211.65,1
217.43,213.88,297.67,1
216.78,211.67,222.4,0
215.84,218.61,228.63,0
229.24,210.97,220.1,0
229.33,217.27,212.83,0
264.78,215.41,212.73,1
218.18,219.69,283.13,1
225.22,32.37,219.45,1
209.65,229.42,215.17,0
219.71,211.99,209.67,0
238.95,218.78,219.73,1
242.01,215.87,223.37,1
213.93,214.77,224.94,0
215.27,214.15,213.06,0
221.89,295.92,223.17,1
213.06,230.48,206.62,1
219.02,220.69,221.57,0
262.11,211.84,230.46,1
215.13,222.77,224.59,0
224.37,211.55,218.13,0
275.83,210.63,209.35,1
218.55,209.69,217.98,0
230.83,210.61,281.51,1
285.07,216.64,217.48,1
211.92,215.16,94.67,1
215.43,218.7,229.83,0
213.36,217.98,225.57,0
221.42,214.82,256.34,1
209.19,224.0,24.25,1
213.94,212.38,228.18,0
215.34,230.88,298.19,1
265.26,215.86,222.03,1
221.96,229.63,219.33,0
266.78,223.65,211.56,1
225.53,214.31,225.18,0
224.09,213.0,217.66,0
222.14,19.3,213.99,1
225.81,215.38,244.87,1
226.43,221.16,227.33,0
229.6,210.09,223.11,0
224.38,227.81,228.56,0
226.83,224.15,204.88,1
230.98,211.91,224.54,0
226.14,225.32,219.68,0
210.49,212.06,227.9,0
189.64,230.26,220.65,1
226.63,209.66,219.93,0
228.27,269.93,220.38,1
222.62,224.58,225.2,0
214.11,212.59,179.64,1
223.13,230.6,166.62,1
210.33,220.27,219.57,0
279.92,229.51,218.25,1
220.61,284.85,218.51,1
289.32,218.45,213.01,1
222.19,216.96,209.39,0
71.04,217.01,215.3,1
220.23,228.1,222.95,0
224.4,223.87,224.48,0
214.59,229.68,224.77,0
225.88,223.95,216.63,0
230.05,217.24,223.68,0
224.85,136.22,213.57,1
288.09,211.34,227.22,1
109.24,213.37,229.9,1
222.68,160.61,221.08,1
226.35,226.02,229.38,0
226.6,214.77,264.87,1
212.26,42.14,229.44,1
213.65,219.55,214.68,0
221.59,222.39,223.17,0
228.4,210.12,225.7,0
218.44,222.14,86.91,1
269.78,228.84,229.35,1
221.39,217.13,215.71,0
226.58,212.72,158.34,1
225.79,216.75,223.19,0
226.33,210.46,225.97,0
211.96,220.54,225.65,0
223.83,222.44,227.1,0
229.25,214.37,217.0,0
214.27,229.75,214.04,0
230.63,213.73,87.45,1
219.92,210.58,209.46,0
217.29,217.11,219.13,0
229.21,214.28,209.44,0
251.56,212.18,225.65,1
215.54,282.0,213.17,1
219.57,213.64,210.09,0
216.11,227.49,285.56,1
223.78,220.34,219.44,0
47.3,217.93,227.63,1
229.48,219.39,209.42,0
225.1,222.93,223.75,0
212.69,228.93,216.07,0
213.8,123.0,223.12,1
217.52,210.02,1.24,1
219.94,224.78,213.59,0
230.48,219.72,227.42,0
213.73,223.46,216.81,0
229.46,210.69,217.5,0
256.92,220.52,221.42,1
268.73,226.11,225.05,1
212.48,228.92,212.05,0
269.22,216.65,219.13,1
229.15,215.66,212.15,0
211.36,216.22,209.92,0
209.18,89.04,227.33,1
225.98,219.28,80.84,1
224.85,67.52,224.19,1
215.47,224.29,214.67,0
220.19,215.75,242.52,1
223.47,76.96,218.05,1
226.11,219.93,294.36,1
62.71,213.93,215.01,1
226.91,216.59,151.53,1
224.21,227.77,230.23,0
228.59,226.09,288.31,1
214.39,219.11,216.94,0
225.9,299.21,212.55,1
256.18,223.77,209.79,1
227.15,213.3,227.81,0
271.65,210.99,220.49,1
228.12,16.84,228.07,1
227.55,227.26,229.95,0
219.69,225.21,211.34,0
209.01,224.87,224.47,0
217.48,249.92,218.05,1
241.86,212.42,225.06,1
216.39,218.49,247.35,1
220.23,214.3,227.29,0
224.19,228.14,218.48,0
210.35,223.29,229.93,0
223.85,228.9,209.98,0
267.76,212.14,219.66,1
258.82,221.51,229.57,1
222.79,48.83,214.52,1
217.55,216.19,230.46,0
212.81,226.25,229.78,0
50.96,215.9,224.14,1
223.85,218.82,38.35,1
209.03,217.73,211.65,0
215.32,210.62,222.45,0
228.68,155.59,224.3,1
211.89,212.87,222.88,0
6.8,226.92,221.58,1
105.59,219.73,222.08,1
200.5,225.61,217.3,1
209.35,237.74,213.36,1
218.65,219.48,216.36,0
222.21,228.87,223.11,0
228.51,218.8,226.53,0
230.76,272.05,223.95,1
298.39,224.49,218.65,1
102.31,229.58,211.03,1
228.27,225.7,259.49,1
212.18,289.06,221.27,1
224.42,229.3,229.31,0
216.21,209.4,274.11,1
77.29,220.92,211.47,1
209.71,214.56,217.07,0
219.86,225.25,227.83,0
216.11,224.45,222.87,0
227.92,240.15,218.35,1
223.94,227.96,226.8,0
209.66,212.18,217.4,0
214.67,221.29,158.91,1
222.43,217.57,219.86,0
27.8,223.86,212.75,1
218.07,223.07,220.78,0
284.93,230.74,216.68,1
235.28,217.49,219.99,1
210.3,228.35,228.8,0
158.13,221.59,218.63,1
215.3,83.49,221.11,1
239.55,224.32,225.67,1
39.08,220.9,230.98,1
228.17,217.25,212.59,0
217.09,230.46,294.26,1
220.19,229.41,225.05,0
228.32,40.29,216.38,1
64.42,213.83,222.08,1
218.77,191.26,223.5,1
222.2,214.53,271.14,1
60.18,223.91,222.26,1
224.82,222.52,40.92,1
218.2,219.19,220.24,0
212.06,217.66,226.86,0
222.87,218.2,129.15,1
227.23,213.98,114.16,1
212.17,209.06,220.53,0
264.56,221.24,214.31,1
217.73,214.18,23.41,1
230.76,298.33,213.53,1
227.24,230.43,225.6,0
220.37,18.04,222.79,1
219.09,151.76,228.36,1
210.3,215.88,226.08,0
210.58,223.23,228.85,0
218.08,210.73,218.33,0
220.0,211.43,221.53,0
213.98,215.31,221.99,0
229.9,229.36,275.79,1
226.04,215.5,217.73,0
223.11,217.99,268.48,1
213.97,220.01,210.26,0
210.88,225.32,228.48,0
209.79,216.24,99.2,1
225.64,211.79,209.27,0
211.04,227.15,209.9,0
290.06,212.53,230.1,1
219.6,220.27,154.92,1
219.71,286.17,221.76,1
287.14,209.11,212.05,1
230.94,230.64,274.38,1
215.24,210.72,217.29,0
212.06,221.53,230.28,0
217.53,222.82,212.21,0
222.42,217.02,266.51,1
222.89,227.27,216.13,0
219.74,211.82,220.28,0
229.84,216.22,228.15,0
224.32,220.19,215.71,0
212.81,222.0,224.91,0
216.86,153.06,212.91,1
222.12,214.14,226.47,0
220.44,221.38,230.44,0
226.02,217.61,228.94,0
228.73,226.11,216.63,0
215.11,229.98,214.52,0
209.75,221.73,294.24,1
229.1,209.09,152.86,1
299.55,223.04,230.24,1
219.93,276.26,217.55,1
218.35,218.76,296.31,1
243.95,219.5,229.26,1
222.02,52.78,214.46,1
222.98,225.02,228.11,0
227.09,224.59,212.52,0
227.14,135.24,215.61,1
222.41,214.81,213.77,0
219.55,228.36,240.79,1
263.27,221.91,211.16,1
226.54,210.08,216.85,0
223.65,224.53,230.01,0
217.85,222.1,226.9,0
229.45,290.83,210.99,1
31.77,216.34,224.45,1
228.91,228.06,265.52,1
213.17,230.96,217.04,0
213.75,128.82,225.08,1
229.17,219.73,61.53,1
227.52,218.18,223.96,0
227.13,227.38,218.73,0
225.15,211.52,210.01,0
211.14,212.57,226.31,0
283.57,224.65,215.13,1
220.72,229.86,201.86,1
218.73,211.07,264.26,1
209.94,229.42,275.85,1
224.46,229.93,225.42,0
230.61,215.4,213.93,0
214.06,210.65,222.96,0
223.18,224.16,214.45,0
275.01,225.56,213.22,1
218.28,229.32,230.19,0
225.66,214.96,211.22,0
209.27,209.65,222.56,0
225.84,212.93,215.13,0
210.3,228.04,213.93,0
228.85,218.8,215.94,0
225.51,230.87,225.03,0
251.3,216.15,225.52,1
221.6,253.11,218.04,1
225.87,236.71,209.58,1
209.14,246.72,217.79,1
226.4,213.14,211.7,0
228.04,218.73,215.83,0
219.54,227.76,220.33,0
224.02,220.6,270.48,1
244.82,222.69,225.84,1
216.41,227.32,225.3,0
78.85,215.57,211.22,1
228.49,230.46,79.16,1
210.06,210.46,221.82,0
224.5,217.31,217.54,0
214.71,229.31,227.9,0
212.24,223.36,228.23,0
220.3,209.05,233.5,1
221.14,209.02,229.56,0
219.83,50.63,215.68,1
216.08,228.45,209.24,0
222.13,222.44,217.83,0
217.78,229.46,210.19,0
218.8,45.72,223.08,1
215.63,229.29,245.59,1
210.8,228.02,221.46,0
217.43,218.55,228.44,0
222.65,215.7,219.54,0
211.86,214.22,48.53,1
216.73,222.68,226.19,0
211.28,216.35,226.92,0
213.09,217.03,221.92,0
224.66,210.19,219.99,0
219.46,212.73,230.21,0
227.36,94.51,225.31,1
209.47,227.49,228.76,0
221.1,222.8,210.53,0
224.31,211.1,209.31,0
225.14,221.03,87.71,1
220.23,226.23,225.11,0
228.04,262.64,229.89,1
211.77,217.24,218.16,0
212.57,210.93,216.91,0
228.37,218.02,217.26,0
222.55,40.65,223.62,1
214.74,215.93,17.82,1
229.04,213.48,211.75,0
86.09,209.28,219.9,1
227.1,114.02,218.02,1
222.52,224.61,219.18,0
230.3,227.36,227.32,0
227.08,228.44,211.63,0
218.81,213.92,265.04,1
241.44,221.75,210.17,1
211.33,255.27,213.99,1
156.74,210.46,221.34,1
229.39,212.47,209.53,0
268.2,230.4,210.12,1
229.94,260.77,211.95,1
216.33,275.45,227.69,1
225.55,251.15,228.86,1
211.77,220.35,20.33,1
224.2,175.22,229.91,1
209.15,213.21,95.37,1
214.31,229.02,219.25,0
226.99,228.16,210.72,0
225.73,214.8,216.1,0
210.86,219.96,212.78,0
223.48,224.21,215.24,0
212.0,223.12,247.28,1
222.91,223.12,242.14,1
215.21,228.36,223.33,0
214.02,199.41,212.87,1
224.25,179.06,216.98,1
230.37,210.75,209.66,0
220.29,229.58,221.32,0
220.14,267.97,217.71,1
219.26,227.48,228.67,0
214.83,115.89,226.61,1
67.62,220.5,227.51,1
127.28,215.34,224.03,1
229.83,212.1,264.46,1
226.99,212.45,227.61,0
210.47,230.78,230.35,0
230.84,224.96,210.06,0
225.28,286.93,210.97,1
210.91,211.72,214.81,0
213.41,213.44,230.49,0
230.56,211.62,230.92,0
224.25,226.23,211.11,0
210.04,229.21,225.84,0
219.19,211.78,217.59,0
221.38,221.41,224.12,0
213.59,271.12,219.42,1
252.64,210.5,210.65,1
220.26,210.72,221.28,0
224.1,230.77,219.8,0
292.44,230.78,217.53,1
263.14,213.42,209.95,1
97.62,212.37,212.65,1
209.86,224.72,221.84,0
211.49,216.07,216.46,0
225.35,215.12,218.33,0
223.47,271.49,227.99,1
226.9,213.86,236.26,1
213.5,210.37,230.62,0
263.77,219.32,214.69,1
224.23,224.0,220.8,0
212.16,253.55,211.74,1
70.78,228.46,209.75,1
219.16,220.92,222.18,0
220.69,210.62,223.44,0
226.07,226.29,216.69,0
223.27,210.75,229.08,0
214.4,45.66,211.81,1
116.67,224.05,211.7,1
211.3,33.86,209.14,1
210.23,218.66,211.74,0
222.28,286.95,219.75,1
215.05,227.01,211.63,0
216.49,224.33,223.65,0
213.63,241.86,224.6,1
219.34,212.9,210.3,0
219.92,237.41,209.5,1
160.2,218.28,218.68,1
217.4,228.33,213.92,0
230.01,220.9,221.67,0
230.32,215.68,223.65,0
218.83,209.55,223.9,0
217.23,230.74,211.69,0
217.19,224.34,227.48,0
209.23,19.92,212.49,1
209.48,219.35,212.55,0
226.11,222.43,215.58,0
215.47,121.15,211.91,1
212.31,227.37,228.97,0
226.31,229.73,224.14,0
230.52,227.01,111.8,1
216.67,60.11,228.03,1
220.64,217.22,222.69,0
220.55,254.25,230.41,1
214.66,221.41,48.94,1
222.98,224.67,244.59,1
220.41,216.24,270.44,1
212.4,222.22,210.18,0
219.66,215.48,220.02,0
222.65,227.04,22.43,1
210.97,287.22,213.15,1
220.4,229.66,227.58,0
298.45,225.89,224.01,1
226.16,211.52,216.8,0
211.05,223.85,247.59,1
217.65,108.35,215.3,1
211.02,213.85,219.83,0
224.36,221.02,215.65,0
221.84,225.69,238.08,1
229.02,225.94,209.57,0
216.45,215.6,212.75,0
211.4,63.75,210.93,1
213.68,224.41,221.02,0
225.78,211.97,215.11,0
222.73,215.35,211.63,0
216.62,299.41,229.3,1
214.65,100.97,218.66,1
225.57,213.91,240.52,1
213.65,212.55,209.59,0
221.57,226.82,223.89,0
219.71,227.71,221.4,0
228.17,225.6,39.19,1
228.93,224.87,223.67,0
212.03,51.26,227.73,1
211.49,217.76,226.17,0
26.27,228.42,215.59,1
229.56,216.28,225.17,0
220.23,230.55,227.76,0
73.01,213.97,227.43,1
216.97,245.82,210.63,1
214.52,223.33,216.61,0
227.03,213.63,252.07,1
227.29,229.72,216.51,0
213.04,226.08,224.82,0
227.24,220.34,68.4,1
219.96,224.35,26.4,1
209.01,221.18,228.57,0
210.76,214.28,220.37,0
